TIME_UNITS d
DATA_UNITS mm/d
0	0.00
1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	0.00
7	0.00
8	0.00
9	0.00
10	0.00
11	0.00
12	0.00
13	0.00
14	0.00
15	0.00
16	0.00
17	0.00
18	0.00
19	4.51
20	9.03
21	13.54
22	18.05
23	22.56
24	27.08
25	31.59
26	36.10
27	0.00
28	0.00
29	5.60
30	2.80
31	0.00
32	0.00
33	0.00
34	0.00
35	0.00
36	3.45
37	6.90
38	6.60
39	5.30
40	0.00
41	0.00
42	0.00
43	0.00
44	0.00
45	0.00
46	0.00
47	0.00
48	0.00
49	0.00
50	0.00
51	0.00
52	3.30
53	6.60
54	9.90
55	9.65
56	9.40
57	9.15
58	8.90
59	8.65
60	8.40
61	8.15
62	7.90
63	7.65
64	7.40
65	7.15
66	6.90
67	5.80
68	4.70
69	3.60
70	2.50
71	1.40
72	0.30
73	1.00
74	0.00
75	0.00
76	0.80
77	0.00
78	12.40
79	13.00
80	4.10
81	0.00
82	0.00
83	0.00
84	0.00
85	0.00
86	0.00
87	0.00
88	0.00
89	0.03
90	0.06
91	0.09
92	0.13
93	0.16
94	0.19
95	0.22
96	0.25
97	0.28
98	0.31
99	0.34
100	0.38
101	0.41
102	0.44
103	0.47
104	0.50
105	3.60
106	3.24
107	2.88
108	2.52
109	2.16
110	1.80
111	1.44
112	1.08
113	0.72
114	0.36
115	0.00
116	0.00
117	0.00
118	0.00
119	0.00
120	0.00
121	0.00
122	0.00
123	0.00
124	0.00
125	0.00
126	0.00
127	0.00
128	9.70
129	9.89
130	10.08
131	10.26
132	10.45
133	10.64
134	10.83
135	11.01
136	11.20
137	45.50
138	0.50
139	0.42
140	0.33
141	0.25
142	0.17
143	0.08
144	0.00
145	0.00
146	0.00
147	0.00
148	0.00
149	0.00
150	0.00
151	0.00
152	0.00
153	0.00
154	0.00
155	0.00
156	0.00
157	0.00
158	1.00
159	0.00
160	0.00
161	0.00
162	0.00
163	0.50
164	0.80
165	0.00
166	0.00
167	0.00
168	0.00
169	0.00
170	0.00
171	0.00
172	0.00
173	0.00
174	0.00
175	0.00
176	0.50
177	0.00
178	0.00
179	0.00
180	0.00
181	0.00
182	0.00
183	0.00
184	0.00
185	0.00
186	0.00
187	0.00
188	0.00
189	0.00
190	0.00
191	0.00
192	5.10
193	0.00
194	0.63
195	1.25
196	1.88
197	2.50
198	0.50
199	1.40
200	2.30
201	6.60
202	5.28
203	3.95
204	2.63
205	1.30
206	1.50
207	1.20
208	0.90
209	0.60
210	0.30
211	0.23
212	0.15
213	0.08
214	0.00
215	0.00
216	0.00
217	0.00
218	3.60
219	6.60
220	4.95
221	3.30
222	0.30
223	0.20
224	0.10
225	0.00
226	0.00
227	0.00
228	0.00
229	0.00
230	0.00
231	0.00
232	0.00
233	0.00
234	0.00
235	0.00
236	0.00
237	0.00
238	0.00
239	0.00
240	0.80
241	2.80
242	0.00
243	0.00
244	0.00
245	0.00
246	0.00
247	0.00
248	0.00
249	0.00
250	0.00
251	0.00
252	0.00
253	1.50
254	5.10
255	10.90
256	0.00
257	0.00
258	0.00
259	0.50
260	0.00
261	1.30
262	4.80
263	0.00
264	0.00
265	0.00
266	0.00
267	0.00
268	0.00
269	0.00
270	0.00
271	0.00
272	0.00
273	0.00
274	0.00
275	0.00
276	0.00
277	0.00
278	0.00
279	0.00
280	0.00
281	0.00
282	0.00
283	0.00
284	32.00
285	5.80
286	4.50
287	3.20
288	0.50
289	0.00
290	0.00
291	0.00
292	0.00
293	0.00
294	0.00
295	0.00
296	0.00
297	0.50
298	3.30
299	1.30
300	30.20
301	0.00
302	0.00
303	1.30
304	0.00
305	16.50
306	0.00
307	0.00
308	0.00
309	0.00
