TIME_UNITS d
DATA_UNITS mm/d
0	0.00
1	0.00
2	0.00
3	0.00
4	0.00
5	1.00
6	1.30
7	2.30
8	0.00
9	1.80
10	0.00
11	0.00
12	0.30
13	0.00
14	8.10
15	0.30
16	0.50
17	0.00
18	10.70
19	29.00
20	1.30
21	0.00
22	0.00
23	0.80
24	0.00
25	0.30
26	0.00
27	2.50
28	0.00
29	0.00
30	1.00
31	0.30
32	0.00
33	11.40
34	0.00
35	3.60
36	3.80
37	0.30
38	0.00
39	0.30
40	0.80
41	0.00
42	0.30
43	0.00
44	5.30
45	0.50
46	0.30
47	0.00
48	0.30
49	0.00
50	0.00
51	0.00
52	47.50
53	17.30
54	0.00
55	0.00
56	0.30
57	0.30
58	0.00
59	0.00
60	0.00
61	0.00
62	0.00
63	0.30
64	0.00
65	39.10
66	0.80
67	0.00
68	0.00
69	0.00
70	0.30
71	0.00
72	0.00
73	17.50
74	0.00
75	2.80
76	12.20
77	4.30
78	15.70
79	36.80
80	20.10
81	1.00
82	0.30
83	0.00
84	0.00
85	0.30
86	0.30
87	0.00
88	0.30
89	0.30
90	0.00
91	0.00
92	0.00
93	0.00
94	0.00
95	0.00
96	0.00
97	0.30
98	0.00
99	0.00
100	0.30
101	0.00
102	0.00
103	1.00
104	0.67
105	0.33
106	0.00
107	0.00
108	0.00
109	0.00
110	0.00
111	0.30
112	0.30
113	0.00
114	0.30
115	0.00
116	0.00
117	0.00
118	0.00
119	0.30
120	0.00
121	0.00
122	0.00
123	0.00
124	0.30
125	0.00
126	0.00
127	0.00
128	24.60
129	0.00
130	0.30
131	0.00
132	0.30
133	0.00
134	0.00
135	18.80
136	2.50
137	4.10
138	0.00
139	0.30
140	0.30
141	0.00
142	0.00
143	2.30
144	0.00
145	0.00
146	0.30
147	0.00
148	0.30
149	0.00
150	0.00
151	0.00
152	0.30
153	0.00
154	0.30
155	0.00
156	0.30
157	0.30
158	0.00
159	0.00
160	0.00
161	0.00
162	64.80
163	27.40
164	17.00
165	0.80
166	0.80
167	0.00
168	0.00
169	0.00
170	0.00
171	0.00
172	0.30
173	0.00
174	0.00
175	0.00
176	1.30
177	0.00
178	0.00
179	0.00
180	0.50
181	0.30
182	0.00
183	0.00
184	0.00
185	0.30
186	0.00
187	0.00
188	0.00
189	0.00
190	0.00
191	5.10
192	1.30
193	0.00
194	0.00
195	0.00
196	0.00
197	0.30
198	0.50
199	0.30
200	0.00
201	0.30
202	0.30
203	0.00
204	0.00
205	6.10
206	0.30
207	0.00
208	0.00
209	1.00
210	0.00
211	0.00
212	0.00
213	0.00
214	0.00
215	0.30
216	0.00
217	0.00
218	0.30
219	2.80
220	0.00
221	0.00
222	0.00
223	2.00
224	0.00
225	0.00
226	0.00
227	0.00
228	0.00
229	0.00
230	0.00
231	0.00
232	0.00
233	0.00
234	0.00
235	0.00
236	0.00
237	0.30
238	0.00
239	0.30
240	0.00
241	1.00
242	0.00
243	0.00
244	0.00
245	0.50
246	0.30
247	0.00
248	0.00
249	0.00
250	0.00
251	0.00
252	0.00
253	0.00
254	0.50
255	4.10
256	0.00
257	0.30
258	3.60
259	0.00
260	0.00
261	0.00
262	0.30
263	0.00
264	0.00
265	1.30
266	0.00
267	0.00
268	0.00
269	0.00
270	0.00
271	0.00
272	0.30
273	0.00
274	0.00
275	0.00
276	0.00
277	0.00
278	0.00
279	0.00
280	0.00
281	0.00
282	0.00
283	0.00
284	1.30
285	3.30
286	15.00
287	18.00
288	0.00
289	0.30
290	0.30
291	0.30
292	0.00
293	0.30
294	0.50
295	0.00
296	0.00
297	0.00
298	1.50
299	0.30
300	0.00
301	0.00
302	0.50
303	0.00
304	0.00
305	4.30
306	0.00
307	0.30
308	0.00
309	0.00
