TIME_UNITS d
DATA_UNITS m
0	0	0	13.65
1	0	0	13.65
2	0	0	13.65
3	0	0	13.65
4	0	0	13.65
5	0	0	13.65
6	0	0	13.65
7	0	0	13.65
8	0	0	13.65
9	0	0	13.65
10	0	0	13.65
11	0	0	13.65
12	0	0	13.65
13	0	0	13.65
14	0	0	13.65
15	0	0	13.65
16	0	0	13.65
17	0	0	13.65
18	0	0	13.65
19	0	0	13.65
20	0	0	13.65
21	0	0	13.65
22	0	0	13.65
23	0	0	13.65
24	0	0	13.65
25	0	0	13.65
26	0	0	13.65
27	0	0	13.65
28	0	0	13.65
29	0	0	13.65
30	0	0	13.38
31	0	0	13.38
32	0	0	13.38
33	0	0	13.38
34	0	0	13.38
35	0	0	13.38
36	0	0	13.38
37	0	0	13.38
38	0	0	13.38
39	0	0	13.38
40	0	0	13.38
41	0	0	13.38
42	0	0	13.38
43	0	0	13.38
44	0	0	13.38
45	0	0	13.38
46	0	0	13.38
47	0	0	13.38
48	0	0	13.38
49	0	0	13.38
50	0	0	13.38
51	0	0	13.38
52	0	0	13.38
53	0	0	13.38
54	0	0	13.38
55	0	0	13.38
56	0	0	13.38
57	0	0	13.38
58	0	0	13.38
59	0	0	13.38
60	0	0	13.38
61	0	0	12.97
62	0	0	12.97
63	0	0	12.97
64	0	0	12.97
65	0	0	12.97
66	0	0	12.97
67	0	0	12.97
68	0	0	12.97
69	0	0	12.97
70	0	0	12.97
71	0	0	12.97
72	0	0	12.97
73	0	0	12.97
74	0	0	12.97
75	0	0	12.97
76	0	0	12.97
77	0	0	12.97
78	0	0	12.97
79	0	0	12.97
80	0	0	12.97
81	0	0	12.97
82	0	0	12.97
83	0	0	12.97
84	0	0	12.97
85	0	0	12.97
86	0	0	12.97
87	0	0	12.97
88	0	0	12.97
89	0	0	12.97
90	0	0	12.97
91	0	0	12.97
92	0	0	12.77
93	0	0	12.77
94	0	0	12.77
95	0	0	12.77
96	0	0	12.77
97	0	0	12.77
98	0	0	12.77
99	0	0	12.77
100	0	0	12.77
101	0	0	12.77
102	0	0	12.77
103	0	0	12.77
104	0	0	12.77
105	0	0	12.77
106	0	0	12.77
107	0	0	12.77
108	0	0	12.77
109	0	0	12.77
110	0	0	12.77
111	0	0	12.77
112	0	0	12.77
113	0	0	12.77
114	0	0	12.77
115	0	0	12.77
116	0	0	12.77
117	0	0	12.77
118	0	0	12.77
119	0	0	12.77
120	0	0	12.77
121	0	0	12.77
122	0	0	12.77
123	0	0	12.77
124	0	0	12.77
125	0	0	12.77
126	0	0	12.77
127	0	0	12.77
128	0	0	12.77
129	0	0	12.77
130	0	0	12.77
131	0	0	12.77
132	0	0	12.77
133	0	0	12.77
134	0	0	12.77
135	0	0	12.77
136	0	0	12.77
137	0	0	12.77
138	0	0	12.77
139	0	0	12.77
140	0	0	12.77
